site_id,date,year,kwh_elec,kwh_gas,avg_temp
S028,2025-11-05,2025,125.47,150.97,8.91
S029,2025-11-05,2025,47.10,74.40,5.78
S030,2025-11-05,2025,444.26,514.74,11.05
S001,2025-11-06,2025,159.94,112.38,11.49
S002,2025-11-06,2025,107.45,137.35,10.61
S003,2025-11-06,2025,1037.82,779.56,6.15
S004,2025-11-06,2025,194.13,185.83,10.39
S005,2025-11-06,2025,132.46,144.32,8.54
S006,2025-11-06,2025,150.98,200.93,9.66
S007,2025-11-06,2025,891.74,330.60,10.89
S008,2025-11-06,2025,28.25,42.71,8.75
S009,2025-11-06,2025,125.44,124.93,9.11
S010,2025-11-06,2025,247.42,334.53,9.46
S011,2025-11-06,2025,932.51,369.58,10.88
S012,2025-11-06,2025,74.13,109.29,6.55
S013,2025-11-06,2025,52.91,47.13,10.28
S014,2025-11-06,2025,239.91,459.81,6.29
S015,2025-11-06,2025,609.50,470.02,6.06
S016,2025-11-06,2025,50.25,62.04,8.94
S017,2025-11-06,2025,50.38,40.37,9.96
S018,2025-11-06,2025,124.14,224.61,8.28
S019,2025-11-06,2025,1004.90,734.42,8.20
S020,2025-11-06,2025,66.18,73.33,9.56
S021,2025-11-06,2025,122.12,123.21,8.26
S022,2025-11-06,2025,128.30,232.57,7.35
S023,2025-11-06,2025,717.57,335.95,10.86
S024,2025-11-06,2025,41.20,40.82,10.28
S025,2025-11-06,2025,173.15,250.75,5.63
S026,2025-11-06,2025,76.30,164.11,7.11
S027,2025-11-06,2025,805.95,589.51,5.80
S028,2025-11-06,2025,121.16,118.17,11.36
S029,2025-11-06,2025,48.30,67.74,7.29
S030,2025-11-06,2025,397.23,579.66,9.36
S001,2025-11-07,2025,166.72,122.56,11.35
S002,2025-11-07,2025,108.92,190.75,7.01
S003,2025-11-07,2025,867.31,390.32,11.23
S004,2025-11-07,2025,200.73,200.22,10.26
S005,2025-11-07,2025,150.18,150.96,8.13
S006,2025-11-07,2025,157.29,308.20,5.80
S007,2025-11-07,2025,806.02,417.29,9.97
S008,2025-11-07,2025,33.73,44.62,6.41
S009,2025-11-07,2025,114.63,145.36,7.37
S010,2025-11-07,2025,235.17,427.54,8.24
S011,2025-11-07,2025,865.35,378.25,11.38
S012,2025-11-07,2025,70.95,107.62,7.50
S013,2025-11-07,2025,50.73,55.46,7.48
S014,2025-11-07,2025,253.42,266.87,11.15
S015,2025-11-07,2025,725.92,324.01,9.48
S016,2025-11-07,2025,52.41,64.83,7.87
S017,2025-11-07,2025,48.45,61.37,6.17
S018,2025-11-07,2025,110.20,157.35,11.05
S019,2025-11-07,2025,1044.43,894.90,5.96
S020,2025-11-07,2025,69.29,92.22,8.27
S021,2025-11-07,2025,115.58,120.57,9.48
S022,2025-11-07,2025,108.04,150.12,10.34
S023,2025-11-07,2025,673.71,543.50,6.38
S024,2025-11-07,2025,41.82,44.47,9.20
S025,2025-11-07,2025,157.89,116.04,11.31
S026,2025-11-07,2025,95.53,105.25,11.20
S027,2025-11-07,2025,797.70,647.46,6.49
S028,2025-11-07,2025,111.47,219.16,5.84
S029,2025-11-07,2025,47.67,47.83,10.45
S030,2025-11-07,2025,413.58,708.32,7.03
S001,2025-11-08,2025,92.66,81.49,10.56
S002,2025-11-08,2025,63.06,76.99,11.06
S003,2025-11-08,2025,544.18,296.70,9.82
S004,2025-11-08,2025,115.41,119.55,10.44
S005,2025-11-08,2025,93.99,115.86,6.32
,,,,,
S007,2025-11-08,2025,469.41,282.73,9.14
S008,2025-11-08,2025,19.24,31.12,7.09
S009,2025-11-08,2025,81.01,99.73,6.28
S010,2025-11-08,2025,146.41,226.72,8.21
S011,2025-11-08,2025,504.12,248.12,10.48
S012,2025-11-08,2025,47.42,51.86,9.62
S013,2025-11-08,2025,35.03,32.90,8.49
S014,2025-11-08,2025,131.12,267.49,7.00
S015,2025-11-08,2025,364.82,181.16,10.81
S016,2025-11-08,2025,32.86,42.57,7.28
S017,2025-11-08,2025,29.62,24.97,10.15
S018,2025-11-08,2025,81.52,102.93,9.38
S019,2025-11-08,2025,614.06,365.48,9.76
S020,2025-11-08,2025,44.46,68.40,6.12
S021,2025-11-08,2025,77.92,87.13,7.89
S022,2025-11-08,2025,71.38,154.20,5.97
S023,2025-11-08,2025,439.79,343.07,6.19
S024,2025-11-08,2025,27.38,32.56,7.47
S025,2025-11-08,2025,96.35,110.78,7.78
S026,2025-11-08,2025,56.09,68.89,10.32
S027,2025-11-08,2025,535.60,320.38,8.42
S028,2025-11-08,2025,75.25,86.77,10.20
S029,2025-11-08,2025,30.89,26.10,10.47
S030,2025-11-08,2025,271.70,445.02,7.55
S001,2025-11-09,2025,109.32,77.96,10.88
S002,2025-11-09,2025,66.84,104.98,8.61
S003,2025-11-09,2025,541.49,462.70,6.24
S004,2025-11-09,2025,119.38,97.85,10.98
S005,2025-11-09,2025,80.10,110.87,5.72
S006,2025-11-09,2025,86.75,146.14,8.39
S007,2025-11-09,2025,517.34,271.66,10.00
S008,2025-11-09,2025,18.14,28.51,7.18
S009,2025-11-09,2025,80.18,102.05,5.38
S010,2025-11-09,2025,138.86,191.41,9.81
S011,2025-11-09,2025,501.60,302.82,8.11
S012,2025-11-09,2025,43.03,74.26,5.61
,,,,,
S014,2025-11-09,2025,156.39,208.37,10.27
S015,2025-11-09,2025,432.78,239.91,8.19
S016,2025-11-09,2025,31.36,49.82,5.18
S017,2025-11-09,2025,33.12,39.27,5.83
S018,2025-11-09,2025,73.25,98.32,9.94
S019,2025-11-09,2025,709.25,452.43,7.07
S020,2025-11-09,2025,44.35,57.75,7.59
S021,2025-11-09,2025,78.62,105.00,6.36
S022,2025-11-09,2025,64.65,125.77,7.64
S023,2025-11-09,2025,451.49,223.11,9.38
S024,2025-11-09,2025,23.38,31.26,8.45
S025,2025-11-09,2025,117.58,137.29,6.56
S026,2025-11-09,2025,56.33,108.07,5.91
S027,2025-11-09,2025,563.33,255.42,10.66
S028,2025-11-09,2025,76.90,106.03,8.26
S029,2025-11-09,2025,32.54,24.65,10.44
S030,2025-11-09,2025,231.61,520.20,6.74
S001,2025-11-10,2025,172.40,221.28,6.03
S002,2025-11-10,2025,101.22,149.20,10.47
S003,2025-11-10,2025,1017.59,442.70,10.47
S004,2025-11-10,2025,191.34,290.54,6.49
S005,2025-11-10,2025,155.06,171.48,6.18
S006,2025-11-10,2025,136.53,294.50,5.83
S007,2025-11-10,2025,770.57,433.52,8.88
S008,2025-11-10,2025,32.61,49.41,5.69
S009,2025-11-10,2025,122.03,168.29,5.29
S010,2025-11-10,2025,236.47,438.59,7.75
S011,2025-11-10,2025,917.22,652.75,6.28
S012,2025-11-10,2025,76.94,76.77,9.93
S013,2025-11-10,2025,56.69,59.03,7.00
S014,2025-11-10,2025,238.37,366.52,9.44
S015,2025-11-10,2025,703.48,489.81,6.57
S016,2025-11-10,2025,45.85,43.21,10.90
S017,2025-11-10,2025,50.33,61.69,5.68
S018,2025-11-10,2025,111.37,206.79,8.89
S019,2025-11-10,2025,1169.12,638.56,8.77
S020,2025-11-10,2025,72.98,64.29,10.68
S021,2025-11-10,2025,126.39,140.68,7.77
S022,2025-11-10,2025,126.96,210.30,6.48
S023,2025-11-10,2025,735.61,500.60,5.37
S024,2025-11-10,2025,44.77,35.55,10.78
S025,2025-11-10,2025,189.82,224.84,6.42
S026,2025-11-10,2025,94.08,172.78,5.29
S027,2025-11-10,2025,889.74,367.20,10.39
S028,2025-11-10,2025,137.77,153.52,9.36
S029,2025-11-10,2025,53.77,60.12,7.51
S030,2025-11-10,2025,392.32,725.37,8.54
S001,2025-11-11,2025,160.45,124.96,10.27
S002,2025-11-11,2025,98.88,132.99,10.38
S003,2025-11-11,2025,962.20,700.63,7.19
S004,2025-11-11,2025,185.54,309.13,6.22
S005,2025-11-11,2025,invalid,170.04,8.15
S006,2025-11-11,2025,154.71,200.23,10.10
S007,2025-11-11,2025,754.14,694.60,5.32
S008,2025-11-11,2025,31.61,41.17,8.34
S009,2025-11-11,2025,129.43,162.80,5.86
S010,2025-11-11,2025,238.30,497.82,5.01
S011,2025-11-11,2025,813.61,730.51,5.14
S012,2025-11-11,2025,82.01,96.23,7.75
S013,2025-11-11,2025,55.07,50.79,9.35
S014,2025-11-11,2025,invalid,376.10,8.53
S015,2025-11-11,2025,719.40,401.45,7.54
S016,2025-11-11,2025,47.55,53.51,9.78
S017,2025-11-11,2025,47.55,68.61,5.34
S018,2025-11-11,2025,110.54,169.11,10.33
S019,2025-11-11,2025,997.84,519.65,10.36
S020,2025-11-11,2025,77.99,90.82,9.04
S021,2025-11-11,2025,111.59,157.16,7.06
S022,2025-11-11,2025,113.63,214.61,6.21
S023,2025-11-11,2025,635.39,506.36,5.57
S024,2025-11-11,2025,45.15,50.93,8.40
S025,2025-11-11,2025,194.28,231.04,6.87
S026,2025-11-11,2025,82.67,187.59,5.35
S027,2025-11-11,2025,893.93,715.29,5.68
S028,2025-11-11,2025,121.23,203.96,5.36
S029,2025-11-11,2025,51.10,52.90,9.72
S030,2025-11-11,2025,invalid,685.79,7.80
S001,2025-11-12,2025,179.86,168.52,8.95
S002,2025-11-12,2025,105.86,145.76,10.12
S003,2025-11-12,2025,877.24,604.95,7.36
S004,2025-11-12,2025,175.79,197.63,9.41
S005,2025-11-12,2025,148.60,158.86,8.51
S006,2025-11-12,2025,133.42,232.96,9.26
S007,2025-11-12,2025,723.19,544.56,7.05
S008,2025-11-12,2025,28.94,55.44,5.79
S009,2025-11-12,2025,117.12,104.75,10.45
S010,2025-11-12,2025,228.08,405.26,7.36
S011,2025-11-12,2025,761.83,599.86,6.29
S012,2025-11-12,2025,69.70,136.35,4.99
S013,2025-11-12,2025,49.13,50.36,9.57
S014,2025-11-12,2025,265.75,321.27,9.26
S015,2025-11-12,2025,662.30,558.17,5.38
S016,2025-11-12,2025,47.14,72.78,7.77
S017,2025-11-12,2025,46.29,45.63,8.94
S018,2025-11-12,2025,112.74,163.21,10.01
S019,2025-11-12,2025,1110.35,726.31,8.03
S020,2025-11-12,2025,76.05,87.18,9.37
S021,2025-11-12,2025,125.39,175.14,4.84
S022,2025-11-12,2025,109.65,160.61,10.38
S023,2025-11-12,2025,692.66,472.72,6.22
S024,2025-11-12,2025,43.95,59.86,7.12
S025,2025-11-12,2025,160.85,193.31,8.24
S026,2025-11-12,2025,76.52,136.06,8.93
S027,2025-11-12,2025,777.63,479.27,9.12
S028,2025-11-12,2025,124.00,202.85,6.95
S029,2025-11-12,2025,49.73,69.51,6.95
S030,2025-11-12,2025,363.27,775.92,7.77
S001,2025-11-13,2025,169.14,224.24,4.67
S002,2025-11-13,2025,103.31,192.88,8.54
S003,2025-11-13,2025,864.42,562.02,8.72
S004,2025-11-13,2025,175.73,355.63,4.81
S005,2025-11-13,2025,159.61,215.80,5.18
S006,2025-11-13,2025,151.12,207.16,10.10
S007,2025-11-13,2025,795.43,622.83,6.69
S008,2025-11-13,2025,30.59,37.13,9.30
,,,,,
S010,2025-11-13,2025,258.19,562.54,5.00
S011,2025-11-13,2025,904.53,628.56,5.35
S012,2025-11-13,2025,68.93,82.05,9.20
S013,2025-11-13,2025,47.17,50.04,9.42
S014,2025-11-13,2025,253.14,358.77,9.14
S015,2025-11-13,2025,686.35,355.88,10.30
S016,2025-11-13,2025,45.98,79.73,5.23
S017,2025-11-13,2025,51.58,58.35,5.87
S018,2025-11-13,2025,137.17,233.38,7.52
S019,2025-11-13,2025,1120.42,525.43,10.43
S020,2025-11-13,2025,67.19,97.49,7.85
S021,2025-11-13,2025,133.94,148.85,6.68
S022,2025-11-13,2025,108.66,253.21,5.89
S023,2025-11-13,2025,650.70,467.65,7.63
S024,2025-11-13,2025,39.93,42.78,10.11
S025,2025-11-13,2025,176.97,228.74,6.71
S026,2025-11-13,2025,75.36,117.74,9.19
S027,2025-11-13,2025,815.66,429.53,10.04
S028,2025-11-13,2025,121.10,119.31,10.17
S029,2025-11-13,2025,51.07,50.18,9.35
S030,2025-11-13,2025,365.93,736.43,8.38
S001,2025-11-14,2025,172.98,145.82,9.63
S002,2025-11-14,2025,112.21,133.33,10.24
S003,2025-11-14,2025,987.87,690.46,6.02
S004,2025-11-14,2025,177.39,212.91,8.74
S005,2025-11-14,2025,162.19,221.41,5.02
S006,2025-11-14,2025,147.41,210.94,9.48
S007,2025-11-14,2025,774.26,484.10,9.35
S008,2025-11-14,2025,33.03,33.22,9.82
S009,2025-11-14,2025,127.17,122.10,8.62
S010,2025-11-14,2025,233.29,424.17,8.03
S011,2025-11-14,2025,774.19,638.22,5.05
S012,2025-11-14,2025,70.44,81.06,9.57
S013,2025-11-14,2025,53.88,52.18,8.48
S014,2025-11-14,2025,220.22,338.56,9.40
S015,2025-11-14,2025,652.45,454.87,6.79
S016,2025-11-14,2025,53.35,49.46,10.05
S017,2025-11-14,2025,43.44,61.23,6.50
S018,2025-11-14,2025,122.06,187.68,9.16
S019,2025-11-14,2025,1016.92,938.93,4.88
S020,2025-11-14,2025,65.92,73.95,9.95
S021,2025-11-14,2025,113.44,113.65,9.98
S022,2025-11-14,2025,125.33,174.62,9.77
S023,2025-11-14,2025,634.22,515.71,5.10
S024,2025-11-14,2025,25036.09,9057.83,6.89
S025,2025-11-14,2025,181.40,258.57,4.44
S026,2025-11-14,2025,81.85,126.57,9.45
S027,2025-11-14,2025,795.03,495.87,7.83
S028,2025-11-14,2025,118.64,216.17,6.12
S029,2025-11-14,2025,48.25,72.60,4.83
S030,2025-11-14,2025,427.71,553.68,9.96
S001,2025-11-15,2025,103.39,140.27,4.82
S002,2025-11-15,2025,69.40,105.19,8.97
S003,2025-11-15,2025,567.80,365.70,8.57
S004,2025-11-15,2025,121.05,123.75,9.89
S005,2025-11-15,2025,85.47,93.02,8.95
S006,2025-11-15,2025,91.75,197.20,5.65
S007,2025-11-15,2025,499.51,366.54,6.20
S008,2025-11-15,2025,17.35,35.33,5.37
S009,2025-11-15,2025,82.62,72.53,8.85
S010,2025-11-15,2025,136.06,283.14,6.63
S011,2025-11-15,2025,484.87,287.67,9.34
S012,2025-11-15,2025,47.92,64.10,8.16
S013,2025-11-15,2025,37.01,47.94,5.80
S014,2025-11-15,2025,152.77,247.35,8.71
S015,2025-11-15,2025,406.79,330.77,6.19
S016,2025-11-15,2025,29.94,48.55,5.84
S017,2025-11-15,2025,26.67,28.84,8.43
S018,2025-11-15,2025,73.89,172.37,5.04
S019,2025-11-15,2025,622.37,351.69,9.96
S020,2025-11-15,2025,44.83,67.93,7.32
S021,2025-11-15,2025,84.45,105.53,5.05
S022,2025-11-15,2025,80.33,127.92,7.22
S023,2025-11-15,2025,393.80,287.88,6.40
S024,2025-11-15,2025,25.67,30.46,9.08
S025,2025-11-15,2025,114.43,136.97,5.66
S026,2025-11-15,2025,53.19,80.86,9.36
S027,2025-11-15,2025,570.92,280.78,10.15
S028,2025-11-15,2025,84.96,123.47,4.81
S029,2025-11-15,2025,36.71,37.77,6.80
S030,2025-11-15,2025,232.82,388.40,9.03
S001,2025-11-16,2025,113.40,134.06,4.94
S002,2025-11-16,2025,60.67,105.16,8.37
S003,2025-11-16,2025,588.31,367.83,7.19
S004,2025-11-16,2025,114.68,190.87,4.20
S005,2025-11-16,2025,93.79,81.69,9.72
S006,2025-11-16,2025,81.69,190.94,6.32
S007,2025-11-16,2025,476.10,274.56,8.72
S008,2025-11-16,2025,20.24,26.84,7.79
S009,2025-11-16,2025,73.55,77.21,7.76
S010,2025-11-16,2025,136.62,247.95,8.44
S011,2025-11-16,2025,541.59,373.93,5.76
S012,2025-11-16,2025,46.78,90.51,4.25
S013,2025-11-16,2025,36.59,32.10,9.41
S014,2025-11-16,2025,150.25,313.06,5.13
S015,2025-11-16,2025,406.58,317.00,5.02
S016,2025-11-16,2025,33.31,47.89,7.34
S017,2025-11-16,2025,28.88,38.10,6.40
S018,2025-11-16,2025,82.71,106.35,9.48
S019,2025-11-16,2025,619.69,629.72,4.12
S020,2025-11-16,2025,41.87,46.88,9.72
S021,2025-11-16,2025,67.82,111.57,5.04
S022,2025-11-16,2025,63.41,122.85,8.93
S023,2025-11-16,2025,408.34,317.00,6.17
S024,2025-11-16,2025,24.33,41.55,6.02
S025,2025-11-16,2025,110.07,147.82,6.55
S026,2025-11-16,2025,51.41,79.60,9.99
S027,2025-11-16,2025,474.16,309.63,8.87
S028,2025-11-16,2025,84.12,140.67,4.72
,,,,,
S030,2025-11-16,2025,255.65,452.92,6.54
S001,2025-11-17,2025,153.78,243.14,5.44
S002,2025-11-17,2025,101.54,236.54,4.29
S003,2025-11-17,2025,913.57,854.31,4.79
S004,2025-11-17,2025,192.17,324.93,5.64
S005,2025-11-17,2025,142.56,187.32,5.41
S006,2025-11-17,2025,160.85,264.70,8.38
S007,2025-11-17,2025,815.65,689.31,4.91
S008,2025-11-17,2025,32.79,38.00,8.34
S009,2025-11-17,2025,132.47,166.81,4.57
S010,2025-11-17,2025,257.26,390.40,8.07
S011,2025-11-17,2025,890.37,565.14,8.28
S012,2025-11-17,2025,81.40,117.63,5.87
S013,2025-11-17,2025,53.36,80.96,4.70
S014,2025-11-17,2025,225.36,502.22,5.03
S015,2025-11-17,2025,653.19,591.79,5.04
S016,2025-11-17,2025,44.59,63.73,8.68
S017,2025-11-17,2025,46.86,58.85,5.97
S018,2025-11-17,2025,117.98,218.96,7.14
S019,2025-11-17,2025,1219.81,930.73,5.01
S020,2025-11-17,2025,71.95,101.08,7.75
S021,2025-11-17,2025,126.73,162.80,5.93
S022,2025-11-17,2025,112.73,188.67,8.44
S023,2025-11-17,2025,664.55,525.92,4.44
S024,2025-11-17,2025,39.19,60.08,6.03
S025,2025-11-17,2025,173.18,184.24,9.20
S026,2025-11-17,2025,75.44,191.41,5.14
S027,2025-11-17,2025,870.47,684.16,4.53
S028,2025-11-17,2025,115.48,178.33,6.43
S029,2025-11-17,2025,52.36,49.77,9.18
S030,2025-11-17,2025,375.57,885.06,5.92
S001,2025-11-18,2025,152.58,136.30,9.62
S002,2025-11-18,2025,110.29,180.05,9.23
S003,2025-11-18,2025,932.08,658.39,6.30
S004,2025-11-18,2025,172.43,332.83,5.18
S005,2025-11-18,2025,153.30,211.50,5.83
S006,2025-11-18,2025,160.95,327.45,5.12
S007,2025-11-18,2025,856.44,476.90,9.41
S008,2025-11-18,2025,27.91,64.95,3.94
S009,2025-11-18,2025,108.16,188.11,3.89
S010,2025-11-18,2025,259.81,369.62,8.01
S011,2025-11-18,2025,777.95,441.93,9.05
S012,2025-11-18,2025,67.80,128.67,5.35
S013,2025-11-18,2025,55.27,77.55,5.15
S014,2025-11-18,2025,220.45,514.83,4.21
S015,2025-11-18,2025,696.14,378.49,8.66
S016,2025-11-18,2025,50.58,65.63,8.88
S017,2025-11-18,2025,46.12,46.58,8.60
S018,2025-11-18,2025,124.12,216.85,8.36
S019,2025-11-18,2025,1115.18,695.59,7.94
S020,2025-11-18,2025,74.07,106.74,5.84
S021,2025-11-18,2025,123.99,162.57,5.99
S022,2025-11-18,2025,121.40,248.26,6.50
S023,2025-11-18,2025,619.50,526.38,6.24
S024,2025-11-18,2025,38.52,50.01,9.02
S025,2025-11-18,2025,188.24,216.63,7.19
S026,2025-11-18,2025,83.22,190.24,4.08
S027,2025-11-18,2025,746.47,532.96,7.60
S028,2025-11-18,2025,111.19,182.05,6.45
S029,2025-11-18,2025,49.61,53.08,8.08
S030,2025-11-18,2025,428.25,809.55,5.99
S001,2025-11-19,2025,164.74,199.73,7.75
S002,2025-11-19,2025,109.06,243.24,4.10
S003,2025-11-19,2025,1029.76,841.60,5.27
S004,2025-11-19,2025,191.13,259.07,6.47
S005,2025-11-19,2025,133.09,148.84,7.73
S006,2025-11-19,2025,151.88,223.69,8.86
S007,2025-11-19,2025,823.34,561.11,7.69
S008,2025-11-19,2025,29.57,56.62,4.14
S009,2025-11-19,2025,136.62,152.14,5.80
S010,2025-11-19,2025,252.58,487.05,6.87
S011,2025-11-19,2025,884.74,461.50,8.76
S012,2025-11-19,2025,74.89,82.77,9.43
S013,2025-11-19,2025,55.13,55.70,9.06
S014,2025-11-19,2025,260.44,512.53,6.23
S015,2025-11-19,2025,710.52,635.31,4.05
S016,2025-11-19,2025,53.44,69.99,6.92
S017,2025-11-19,2025,46.56,67.49,4.98
S018,2025-11-19,2025,130.01,265.74,5.90
S019,2025-11-19,2025,1033.27,727.73,7.23
S020,2025-11-19,2025,77.64,94.47,8.83
S021,2025-11-19,2025,123.71,169.84,4.17
S022,2025-11-19,2025,108.95,162.08,8.98
S023,2025-11-19,2025,698.46,609.26,4.39
S024,2025-11-19,2025,43.07,50.11,9.53
S025,2025-11-19,2025,176.30,273.16,4.86
S026,2025-11-19,2025,76.79,219.43,4.12
S027,2025-11-19,2025,846.58,692.81,4.41
S028,2025-11-19,2025,113.43,191.56,6.14
S029,2025-11-19,2025,53.50,69.11,5.06
S030,2025-11-19,2025,401.26,828.19,6.22
S001,2025-11-20,2025,151.72,213.33,6.08
S002,2025-11-20,2025,106.91,221.36,5.41
S003,2025-11-20,2025,969.62,650.95,7.02
S004,2025-11-20,2025,167.86,303.89,6.00
S005,2025-11-20,2025,162.50,150.77,8.05
S006,2025-11-20,2025,165.10,250.10,8.89
S007,2025-11-20,2025,903.25,653.35,4.89
S008,2025-11-20,2025,33.47,58.63,3.65
S009,2025-11-20,2025,116.20,129.29,9.00
S010,2025-11-20,2025,259.24,354.94,8.62
S011,2025-11-20,2025,916.50,457.60,9.14
S012,2025-11-20,2025,78.82,117.61,7.16
S013,2025-11-20,2025,56.34,66.84,6.91
S014,2025-11-20,2025,215.13,370.00,8.16
S015,2025-11-20,2025,664.78,601.06,4.71
S016,2025-11-20,2025,50.97,98.43,3.72
S017,2025-11-20,2025,48.04,71.81,4.10
S018,2025-11-20,2025,113.93,217.04,6.89
S019,2025-11-20,2025,1127.77,862.66,6.34
S020,2025-11-20,2025,70.49,88.21,8.08
S021,2025-11-20,2025,108.37,163.01,4.98
S022,2025-11-20,2025,128.86,244.95,5.73
S023,2025-11-20,2025,invalid,443.94,7.16
S024,2025-11-20,2025,38.03,52.27,8.54
S025,2025-11-20,2025,181.39,185.23,8.32
S026,2025-11-20,2025,79.09,133.61,9.38
S027,2025-11-20,2025,914.97,597.79,5.68
S028,2025-11-20,2025,126.73,234.01,4.23
S029,2025-11-20,2025,57.47,70.24,5.01
S030,2025-11-20,2025,384.17,886.58,5.18
S001,2025-11-21,2025,181.91,204.59,5.55
S002,2025-11-21,2025,105.34,262.74,4.34
S003,2025-11-21,2025,918.98,672.83,7.73
S004,2025-11-21,2025,193.34,257.44,7.84
S005,2025-11-21,2025,150.27,211.00,5.42
S006,2025-11-21,2025,141.78,268.17,6.48
S007,2025-11-21,2025,799.52,609.01,5.52
S008,2025-11-21,2025,28.21,45.38,6.44
S009,2025-11-21,2025,134.34,144.19,8.01
S010,2025-11-21,2025,206.81,408.27,7.15
S011,2025-11-21,2025,911.71,472.05,9.19
S012,2025-11-21,2025,66.74,99.23,7.28
S013,2025-11-21,2025,50.96,80.70,5.06
S014,2025-11-21,2025,220.97,362.85,9.10
S015,2025-11-21,2025,658.97,534.54,5.21
S016,2025-11-21,2025,50.22,72.70,5.92
S017,2025-11-21,2025,42.74,50.55,7.97
S018,2025-11-21,2025,126.98,279.88,5.65
S019,2025-11-21,2025,1078.02,674.64,8.61
S020,2025-11-21,2025,64.07,105.54,7.65
S021,2025-11-21,2025,125.24,122.22,8.32
S022,2025-11-21,2025,111.60,253.61,5.95
S023,2025-11-21,2025,invalid,675.60,3.62
S024,2025-11-21,2025,45.38,44.99,9.29
S025,2025-11-21,2025,166.69,273.95,4.18
S026,2025-11-21,2025,84.54,159.36,8.00
S027,2025-11-21,2025,782.70,582.54,8.05
S028,2025-11-21,2025,128.13,201.04,4.91
S029,2025-11-21,2025,48.44,74.04,6.04
S030,2025-11-21,2025,365.12,1019.59,3.33
S001,2025-11-22,2025,96.41,149.08,5.58
S002,2025-11-22,2025,67.56,143.94,6.27
S003,2025-11-22,2025,527.71,394.46,6.43
S004,2025-11-22,2025,101.72,216.70,3.54
S005,2025-11-22,2025,92.76,139.26,4.80
S006,2025-11-22,2025,94.69,144.03,7.94
S007,2025-11-22,2025,540.70,382.58,5.93
S008,2025-11-22,2025,20.70,32.61,5.60
S009,2025-11-22,2025,72.60,96.54,6.96
S010,2025-11-22,2025,159.73,319.92,4.34
S011,2025-11-22,2025,561.93,482.76,4.23
S012,2025-11-22,2025,47.22,81.12,4.02
S013,2025-11-22,2025,29.78,39.91,5.96
S014,2025-11-22,2025,142.13,294.62,5.12
S015,2025-11-22,2025,403.75,330.46,5.61
S016,2025-11-22,2025,29.66,49.08,5.86
S017,2025-11-22,2025,31.97,40.13,6.29
S018,2025-11-22,2025,73.09,118.10,8.75
S019,2025-11-22,2025,661.57,616.51,3.57
S020,2025-11-22,2025,42.76,66.04,5.87
S021,2025-11-22,2025,71.24,80.67,8.40
S022,2025-11-22,2025,65.73,163.02,5.81
S023,2025-11-22,2025,436.01,286.78,7.54
S024,2025-11-22,2025,27.74,38.76,5.54
S025,2025-11-22,2025,96.29,148.72,4.39
S026,2025-11-22,2025,47.03,100.76,7.34
S027,2025-11-22,2025,566.98,326.79,7.09
S028,2025-11-22,2025,70.04,102.69,8.98
S029,2025-11-22,2025,35.59,33.41,8.68
S030,2025-11-22,2025,251.71,371.61,9.00
S001,2025-11-23,2025,94.66,153.54,4.93
S002,2025-11-23,2025,61.16,124.58,6.47
S003,2025-11-23,2025,548.95,493.23,4.40
S004,2025-11-23,2025,123.10,190.11,5.77
S005,2025-11-23,2025,83.74,99.08,8.18
S006,2025-11-23,2025,83.84,173.27,5.94
S007,2025-11-23,2025,477.47,455.65,3.93
S008,2025-11-23,2025,18.25,32.49,5.56
S009,2025-11-23,2025,68.81,118.88,4.47
S010,2025-11-23,2025,136.16,302.64,6.93
S011,2025-11-23,2025,582.07,434.88,5.58
S012,2025-11-23,2025,47.72,79.73,6.12
S013,2025-11-23,2025,31.46,36.12,7.07
,,,,,
S015,2025-11-23,2025,411.37,262.66,8.35
S016,2025-11-23,2025,32.27,53.58,4.84
S017,2025-11-23,2025,26.57,34.60,6.77
S018,2025-11-23,2025,68.05,134.42,6.97
S019,2025-11-23,2025,677.37,551.15,4.24
S020,2025-11-23,2025,46.03,74.72,5.69
S021,2025-11-23,2025,77.05,110.30,5.35
S022,2025-11-23,2025,71.26,154.39,4.36
S023,2025-11-23,2025,411.35,380.47,3.54
S024,2025-11-23,2025,26.49,32.37,7.48
S025,2025-11-23,2025,106.64,118.79,7.33
S026,2025-11-23,2025,49.14,100.02,6.66
S027,2025-11-23,2025,581.72,325.53,8.07
S028,2025-11-23,2025,70.81,119.03,6.41
S029,2025-11-23,2025,32.55,50.19,4.79
S030,2025-11-23,2025,260.85,459.13,8.30
S001,2025-11-24,2025,161.87,260.14,4.19
S002,2025-11-24,2025,115.39,186.03,8.58
S003,2025-11-24,2025,904.76,689.46,7.36
S004,2025-11-24,2025,181.45,336.01,5.58
S005,2025-11-24,2025,161.57,233.03,3.95
S006,2025-11-24,2025,161.14,328.98,3.74
S007,2025-11-24,2025,791.68,523.42,7.62
S008,2025-11-24,2025,30.14,53.82,4.87
S009,2025-11-24,2025,124.00,146.13,7.00
S010,2025-11-24,2025,248.84,480.65,6.55
S011,2025-11-24,2025,917.07,555.80,7.34
S012,2025-11-24,2025,75.31,107.62,7.21
S013,2025-11-24,2025,47.89,79.61,4.33
S014,2025-11-24,2025,265.53,521.52,4.33
S015,2025-11-24,2025,747.14,397.21,8.74
S016,2025-11-24,2025,52.39,104.49,2.88
S017,2025-11-24,2025,48.47,80.36,3.23
S018,2025-11-24,2025,119.08,262.10,5.67
